# Autoconverted thermistor table for artifex_hb.txt
300.0	91.00	0.0
298.0	93.63	0.0
296.0	96.00	0.0
294.0	98.40	0.0
292.0	103.19	0.0
290.0	105.00	0.0
288.0	107.99	0.0
286.0	112.80	0.0
284.0	115.00	0.0
282.0	117.62	0.0
280.0	122.44	0.0
278.0	127.28	0.0
276.0	132.13	0.0
274.0	136.98	0.0
272.0	136.98	0.0
270.0	141.85	0.0
268.0	146.73	0.0
266.0	151.61	0.0
264.0	156.51	0.0
262.0	161.41	0.0
260.0	166.33	0.0
258.0	171.26	0.0
256.0	181.14	0.0
254.0	186.09	0.0
252.0	191.06	0.0
250.0	196.03	0.0
248.0	206.01	0.0
246.0	211.02	0.0
244.0	216.04	0.0
242.0	226.10	0.0
240.0	231.15	0.0
238.0	241.27	0.0
236.0	251.44	0.0
234.0	256.54	0.0
232.0	266.77	0.0
230.0	277.04	0.0
228.0	287.36	0.0
226.0	297.72	0.0
224.0	308.12	0.0
222.0	318.56	0.0
220.0	334.31	0.0
218.0	344.86	0.0
216.0	360.78	0.0
214.0	371.44	0.0
212.0	387.53	0.0
210.0	403.71	0.0
208.0	414.56	0.0
206.0	430.92	0.0
204.0	452.89	0.0
202.0	469.50	0.0
200.0	486.21	0.0
198.0	508.66	0.0
196.0	525.62	0.0
194.0	548.42	0.0
192.0	571.41	0.0
190.0	594.61	0.0
188.0	623.89	0.0
186.0	647.56	0.0
184.0	677.43	0.0
182.0	707.64	0.0
180.0	738.19	0.0
178.0	769.09	0.0
176.0	806.64	0.0
174.0	838.32	0.0
172.0	876.83	0.0
170.0	915.87	0.0
168.0	962.12	0.0
166.0	1009.13	0.0
164.0	1050.06	0.0
162.0	1105.55	0.0
160.0	1154.99	0.0
158.0	1212.53	0.0
156.0	1271.22	0.0
154.0	1331.08	0.0
152.0	1399.87	0.0
150.0	1470.26	0.0
148.0	1542.28	0.0
146.0	1624.31	0.0
144.0	1708.52	0.0
142.0	1795.01	0.0
140.0	1883.86	0.0
138.0	1984.44	0.0
136.0	2088.15	0.0
134.0	2205.02	0.0
132.0	2325.99	0.0
130.0	2451.26	0.0
128.0	2592.12	0.0
126.0	2727.16	0.0
124.0	2891.17	0.0
122.0	3050.08	0.0
120.0	3228.83	0.0
118.0	3416.02	0.0
116.0	3612.26	0.0
114.0	3833.33	0.0
112.0	4050.55	0.0
110.0	4295.89	0.0
108.0	4555.38	0.0
106.0	4849.21	0.0
104.0	5142.13	0.0
102.0	5475.05	0.0
100.0	5808.30	0.0
98.0	6188.69	0.0
96.0	6597.65	0.0
94.0	7009.98	0.0
92.0	7484.30	0.0
90.0	7965.26	0.0
88.0	8521.98	0.0
86.0	9090.26	0.0
84.0	9709.58	0.0
82.0	10387.15	0.0
80.0	11131.58	0.0
78.0	11953.29	0.0
76.0	12801.09	0.0
74.0	13739.85	0.0
72.0	14706.45	0.0
70.0	15780.00	0.0
68.0	16979.28	0.0
66.0	18327.75	0.0
64.0	19730.46	0.0
62.0	21175.27	0.0
60.0	22959.77	0.0
58.0	24646.34	0.0
56.0	26756.21	0.0
54.0	28955.94	0.0
52.0	31216.42	0.0
50.0	33802.40	0.0
48.0	36789.66	0.0
46.0	39862.96	0.0
44.0	42951.49	0.0
42.0	47050.54	0.0
40.0	51262.79	0.0
38.0	55460.00	0.0
36.0	60337.84	0.0
34.0	66076.47	0.0
32.0	71693.65	0.0
30.0	78279.31	0.0
28.0	86107.55	0.0
26.0	93520.41	0.0
24.0	104681.82	0.0
22.0	112685.37	0.0
20.0	125375.68	0.0
18.0	136852.94	0.0
16.0	150551.61	0.0
14.0	167185.71	0.0
12.0	180407.69	0.0
10.0	204552.17	0.0
8.0	224480.95	0.0
6.0	248605.26	0.0
4.0	278405.88	0.0
2.0	296100.00	0.0
0.0	339071.43	0.0
