# TR91/TS91 SERIES 10K OHM THERMISTORS ±1°C OVER 0°C TO 100°C
# Based on FENWALL CURVE 16
# Similar to "J" Curve
# Type: NTC
# See:
# - http://mcshaneinc.com/html/Sens_TS91HP.html
# - http://mcshaneinc.com/html/TS91_Specs.html
# - Values from http://mcshaneinc.com/img/product/Probe/TS91ResTemp.csv
#
# Python resistance R to temp w/Steinhart-Hart equation:
# A = 1.129241E-03; B = 2.341077E-04; C = 8.775468E-08
# kelvin_to_celsius = 273.15
# temp_celsius = 1/(A + B*(ln(R)) + C*(ln(R))**3) - kelvin_to_celsius
-40	336600	0.0
-39	315000	0.0
-38	295000	0.0
-37	276400	0.0
-36	259000	0.0
-35	242800	0.0
-34	227800	0.0
-33	213800	0.0
-32	200600	0.0
-31	188400	0.0
-30	177000	0.0
-29	166400	0.0
-28	156500	0.0
-27	147200	0.0
-26	138500	0.0
-25	130400	0.0
-24	122900	0.0
-23	115800	0.0
-22	109100	0.0
-21	102900	0.0
-20	97120	0.0
-19	91660	0.0
-18	86540	0.0
-17	81720	0.0
-16	77220	0.0
-15	72980	0.0
-14	69000	0.0
-13	65260	0.0
-12	61760	0.0
-11	58460	0.0
-10	55340	0.0
-9	52420	0.0
-8	49660	0.0
-7	47080	0.0
-6	44640	0.0
-5	42340	0.0
-4	40160	0.0
-3	38120	0.0
-2	36200	0.0
-1	34380	0.0
0	32660	0.0
1	31040	0.0
2	29500	0.0
3	28060	0.0
4	26680	0.0
5	25400	0.0
6	24180	0.0
7	23020	0.0
8	21920	0.0
9	20880	0.0
10	19900	0.0
11	18970	0.0
12	18090	0.0
13	17260	0.0
14	16460	0.0
15	15710	0.0
16	15000	0.0
17	14320	0.0
18	13680	0.0
19	13070	0.0
20	12490	0.0
21	11940	0.0
22	11420	0.0
23	10920	0.0
24	10450	0.0
25	10000	0.0
26	9574	0.0
27	9166	0.0
28	8778	0.0
29	8408	0.0
30	8058	0.0
31	7722	0.0
32	7404	0.0
33	7098	0.0
34	6808	0.0
35	6532	0.0
36	6268	0.0
37	6016	0.0
38	5776	0.0
39	5546	0.0
40	5326	0.0
41	5118	0.0
42	4918	0.0
43	4726	0.0
44	4544	0.0
45	4368	0.0
46	4202	0.0
47	4042	0.0
48	3888	0.0
49	3742	0.0
50	3602	0.0
51	3468	0.0
52	3340	0.0
53	3216	0.0
54	3098	0.0
55	2986	0.0
56	2878	0.0
57	2774	0.0
58	2674	0.0
59	2580	0.0
60	2488	0.0
61	2400	0.0
62	2316	0.0
63	2234	0.0
64	2158	0.0
65	2082	0.0
66	2012	0.0
67	1942	0.0
68	1876	0.0
69	1813	0.0
70	1751	0.0
71	1693	0.0
72	1637	0.0
73	1582	0.0
74	1530	0.0
75	1480	0.0
76	1432	0.0
77	1385	0.0
78	1341	0.0
79	1298	0.0
80	1256	0.0
81	1216	0.0
82	1178	0.0
83	1141	0.0
84	1105	0.0
85	1071	0.0
86	1038	0.0
87	1006	0.0
88	975.0	0.0
89	945.2	0.0
90	916.4	0.0
91	888.8	0.0
92	862.0	0.0
93	836.4	0.0
94	811.4	0.0
95	787.4	0.0
96	764.2	0.0
97	741.8	0.0
98	720.2	0.0
99	699.4	0.0
100	679.2	0.0
101	659.6	0.0
102	640.8	0.0
103	622.6	0.0
104	605.0	0.0
105	588.0	0.0
106	571.4	0.0
107	555.6	0.0
108	540.2	0.0
109	525.2	0.0
110	510.8	0.0
111	496.8	0.0
112	483.2	0.0
113	470.2	0.0
114	457.4	0.0
115	445.2	0.0
116	433.4	0.0
117	421.8	0.0
118	410.6	0.0
119	399.8	0.0
120	389.4	0.0
121	379.2	0.0
122	369.4	0.0
123	359.8	0.0
124	350.6	0.0
125	341.6	0.0
126	332.8	0.0
127	324.4	0.0
128	316.2	0.0
129	308.2	0.0
130	300.6	0.0
131	293.0	0.0
132	285.8	0.0
133	278.8	0.0
134	272.0	0.0
135	265.2	0.0
136	258.8	0.0
137	252.6	0.0
138	246.4	0.0
139	240.6	0.0
140	234.8	0.0
141	229.2	0.0
142	223.8	0.0
143	218.4	0.0
144	213.4	0.0
145	208.4	0.0
146	203.6	0.0
147	198.8	0.0
148	194.2	0.0
149	189.7	0.0
150	185.4	0.0
